Model,Data config,Load model,Section,Features,Metric,Split type,Split size,Output,Model config,Descriptor,Fingerprint,n_bits,n_cv,n_jobs,Patience,Gridsearch,n_iter,recall 0,recall 1,ROC AUC test,ROC AUC val,rparams
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,5,-1,10000,True,200,0.4595,0.913,0.6863,0.6845,"{'solver': 'liblinear', 'max_iter': 50, 'class_weight': 'balanced', 'C': 1000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,5,-1,10000,True,200,0.4595,0.8261,0.6428,0.6788,"{'solver': 'lbfgs', 'max_iter': 60, 'class_weight': 'balanced', 'C': 100000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,500,0.1892,0.8696,0.5294,0.5517,"{'solver': 'liblinear', 'max_iter': 50, 'class_weight': 'balanced', 'C': 5000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,500,0.4324,0.8261,0.6293,0.6839,"{'solver': 'lbfgs', 'max_iter': 150, 'class_weight': 'balanced', 'C': 500}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,500,0.1892,0.8696,0.5294,0.5517,"{'solver': 'newton-cg', 'max_iter': 1000000000, 'class_weight': 'balanced', 'C': 5000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,500,0.1892,0.8696,0.5294,0.5419,"{'solver': 'liblinear', 'max_iter': 50, 'class_weight': 'balanced', 'C': 5000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,500,0.5135,0.7565,0.635,0.6783,"{'solver': 'lbfgs', 'max_iter': 50, 'class_weight': 'balanced', 'C': 80.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,500,0.1892,0.8696,0.5294,0.5517,"{'solver': 'liblinear', 'max_iter': 500000000, 'class_weight': 'balanced', 'C': 5000000}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,500,0.7297,0.7739,0.7518,0.7374,"{'solver': 'newton-cg', 'max_iter': 1000000, 'class_weight': 'balanced', 'C': 10.0}"
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,500,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,100,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,physical,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,all,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,10,,,,,
logreg,/data/data_configs/bace.ini,,LOGREG_BACE,fingerprint,roc_auc,scaffold,0.1,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,10,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
svc,/data/data_configs/bace.ini,,SVC_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,32,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,64,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,256,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,512,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,morgan,2048,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
xgb,/data/data_configs/bace.ini,,XGB_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,rdkit,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
rf,/data/data_configs/bace.ini,,RF_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,maccs,167,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,physical,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,32,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,64,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,256,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,fingerprint,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,512,15,-1,10000,True,400,,,,,
knn,/data/data_configs/bace.ini,,KNN_BACE,all,roc_auc,,,,/data/model_configs/configs.ini,mordred,morgan,2048,15,-1,10000,True,400,,,,,
